TRIG;UNIT;DATE_DEBUT_DELTA;DATE_FIN_DELTA;VALEUR;MATERIAU;TENEUR;AP_mean;indicateur_1;indicateur_2;CHIMIE1;pc0min;pmd;CHIMIE2;indicateur_3;CHIMIE3;sortie_1;chimie3_first_range;chimie3_sr;indicateur_4;TARGET;info;indicateur_5;indicateur_6;sortie_2;sortie_3;CHIMIE4;indicateur_7;indicateur_8;indicateur_9;indicateur_10;indicateur_11;indicateur_12;indicateur_13;indicateur_14;indicateur_15;indicateur_16;indicateur_17;indicateur_18;indicateur_19;indicateur_20;indicateur_21;indicateur_22;indicateur_23;indicateur_24;indicateur_25;indicateur_26;indicateur_27;indicateur_28;indicateur_29;indicateur_30;indicateur_31;indicateur_32;indicateur_33;indicateur_34;indicateur_35;indicateur_36;indicateur_37;indicateur_38;indicateur_39;indicateur_40;indicateur_41
LOLA;2;17/05/2017 00:00;26/05/2018 00:00;23.73750114440918;B;0.4548663236444941;0.2549957627118644;34.30111478623055;0.0;;0.00846145276292335;0.09061942959001784;2.67445945945946;0.8389014722536806;0.3569023569023569;0.04341677273370103;0.008485362749257529;0.04681091783340405;0.01403965841655811;;2;0.001136363636363637;0.008238636363636363;0.02573893367274784;0.2595106774147928;0.0;0.02633069082672706;0.0;0.2944507361268403;0.6792185730464326;0.0;0.9760758776896942;0.02392412231030578;0.0265874699476736;0.3545467402064771;0.6188657898458493;0.0268969422423556;0.0;0.0;0.01643525077925758;0.01048455653159536;0.2064324171153301;0.7666477755738169;0.0;0.0;0.6184837545126354;0.3591335740072202;0.02122743682310469;0.0001444043321299639;0.9626644039032668;0.0;0.0251808972503618;0.2030390738060781;0.0;0.02772277227722773;0.0;0.0;0.2257924446374295;0.7474308872485165;0.0;0.0
LOLA;3;22/04/2011 00:00;01/10/2013 00:00;13.125;B;0.5184446837616147;0.2540675844806007;29.202315692402276;0.01944069030044703;0.5433962264150943;0.001384222968769441;0.6620419621749409;1.550099626400996;0.2028586278586278;0.3795255930087391;0.02975850428460141;0.0002598752598752599;0.5286902286902286;0.02731896596927272;;1;0.02972210614291684;0.01342457166736314;0.04417566445182725;0.1722383720930233;0.0009355509355509355;0.04427948504983389;0.0;0.1802844684385382;0.7754360465116279;0.03114617940199335;0.9302844684385382;0.03856935215946844;0.04611789145676448;0.2974811737211114;0.6564009348221241;0.04464656964656965;0.0;0.0;0.02325581395348837;0.05398671096345515;;0.7823401162790697;0.0;0.0;0.01143570017673355;0.009408462418130785;0.9402744568042416;0.01944069030044703;0.9215635382059799;0.0;0.03121889895762401;0.02163323031795087;0.0;0.04022869022869023;0.0;0.0;0.0557915159142153;0.9073462324996068;0.0;0.0
LOLA;3;13/01/2014 00:00;24/09/2016 00:00;21.25;A;0.5184446837616147;0.3219421241050119;18.849728213221113;0.01672092335010358;0.222488038277512;0.002744052906919357;0.5610192196511414;1.512465721040189;;0.4177514792899408;0.0188837392762055;4.931939238508582e-05;0.5750147958177155;0.02842151289899432;4.657636331755217;1;4.953683063357606e-05;0.04195769554663892;0.04200769154915689;0.3791046247904546;0.0;0.04205699635144463;0.0;0.3249186470762252;;0.02874469973375406;0.9382210827334584;0.03303421753278769;0.04076987778932265;0.473455049230617;;0.04158650288589611;0.0;0.0;0.0230253426683759;0.04999506951977123;;0.6898234888078099;0.0;0.0;0.01346552234388872;0.03936075762059781;0.912696063924238;0.01775673276117195;0.9195226589082302;0.0008191797280323302;0.02823439462618098;0.01993337338212004;4.930480228774282e-05;0.03865496499359038;0.0;0.000765194578049847;0.04066462614779186;0.9188893747267162;0.0;0.0
LOLA;3;19/12/2016 00:00;20/07/2019 00:00;31.875;A;0.5184446837616147;0.2649748727735369;7.180469123982767;;0.1098191214470284;0.0;0.4101461122648874;1.123960559796437;;0.4430379746835443;0.02120122660463149;0.0003173092178327781;0.6404357713258236;0.01536240254114929;0.1196744853997128;1;0.0006392499467291711;0.01267845727679523;0.05186634239187903;0.1460293962144443;0.0;0.0492756688167495;0.0;0.1908110394416834;;0.105794649466004;0.8725811568150577;0.02162419371893836;0.04893920956563145;0.22459129146606;;0.04906418525959606;0.0;0.0001588225951612049;0.06998782360103764;0.0708348774418974;;0.007358780242469162;0.0;0.0;0.2984229466553768;0.5801227773073666;0.01381244707874682;0.005450889077053345;0.7145500687321561;0.003176803558019985;0.01819442037775083;0.01501761681973084;0.0;0.0457433290978399;0.0;0.00311868322263933;0.02217730291654635;0.951140629511984;0.0;0.0
LOLA;4;12/10/2011 00:00;20/02/2016 00:00;10.0;A;0.4172526396408762;0.2851205239599789;57.84830171605856;;0.5360824742268041;0.00493164786655849;0.459455887356382;1.526756692913386;0.3441883437602898;0.3369905956112852;0.02292716671607866;0.0;0.6963797476694008;0.02576351596217837;9.897230391364767;1;0.0005961646739310436;0.02255489683039115;0.05277201304476727;0.2807919096089864;0.0;0.05326613301709656;0.0;0.3209473926936127;;0.0124518233026979;0.9445597391046546;0.0429884375926475;0.05415554896728926;0.2833613334650987;0.6624831175676121;0.0534408956206783;0.0;9.882399446585633e-05;0.03080014494185855;0.03007543564910894;0.1566030898968936;0.782422505517673;0.0;0.0;0.9216984550515532;0.03620252330599203;0.02529894258325922;0.002272951872714695;0.9208419804328491;6.588266297723754e-05;0.04249431762031821;0.04252725895180683;3.294133148861877e-05;0.05102612247587048;0.0;6.589134517181169e-05;0.1900965308206767;0.7586070569630678;0.0;0.0
LOLA;4;04/06/2016 00:00;05/08/2017 00:00;40.625;B;0.4172526396408762;0.2439393939393939;15.766653527788726;0.0814555633310007;0.2869955156950673;0.002561475409836065;0.4708414650013011;0.8008187919463087;0.2649405178446466;0.5418060200668896;0.07767669699090272;0.0;0.467739678096571;0.03498950314905528;1.6013007489160431;1;0.000140686550365785;0.009848058525604952;0.05066480055983205;0.2320503848845346;0.0;0.0509447165850245;0.0;0.2282715185444367;0.7207837648705389;0.07305808257522743;0.8855143456962911;0.04142757172848147;0.05052484254723583;0.2397480755773268;0.7097270818754373;0.0509447165850245;0.0;0.0;0.02029391182645206;0.09167249825052484;0.07249825052484253;0.8155353393981806;0.0;0.0;0.8250524842547236;0.07109867039888032;0.02071378586424073;0.001679496151154654;0.8548432250839866;0.0002799160251924423;0.04198740377886634;0.09195241427571728;0.0;0.05080475857242827;0.0;0.0001399580125962211;0.1990202939118265;0.7500349895031491;0.0;0.0
LOLA;4;20/09/2017 00:00;19/01/2019 00:00;30.86249923706055;C;0.4172526396408762;0.2614758713136729;93.54365370506237;0.0001113709767234659;0.08011049723756906;0.03209601371624518;0.3924903557651093;1.223874331550802;0.315929793379249;0.3146666666666667;0.06281323087203475;0.0;0.8204413731609451;0.02984742176188885;0.3553748743025033;2;0.0141994633273703;0.01453488372093023;0.1112596057467424;0.2942421205033968;0.0;0.1120392025838067;0.0;0.3023722018042098;0.5855885956119835;0.0;0.8935293462523667;0.1064706537476334;0.110925492816572;0.3618443033745406;0.5272302038088874;0.1148633636969563;0.0;0.0;0.0825258937520882;0.03040427664550618;0.04599621338679141;0.8410736162156142;0.0;0.0;0.8583361176077514;0.0508965363626239;0.08508742621672792;0.005457177859449827;0.8772691836507406;0.0;0.1065820247243568;0.1013475888183539;0.0;0.1143779930949994;0.0;0.0;0.2700746185544047;0.6156587593273193;0.0;0.0
VET;1;16/07/2008 00:00;05/09/2009 00:00;10.0;B;0.7661043188068992;0.2466183574879227;13.818516812528788;0.0;0.3568075117370892;0.0;0.2617104033119658;1.182993119266055;0.2988769472285956;0.0;0.08049046983124925;0.006037918125830214;0.3394517570341746;0.04527101431542885;0.0;0;0.2748580403527848;0.01945149208650477;0.06569254920903272;0.2639777804612969;0.0;0.06822847482188142;0.0;0.320734210844101;0.6110373143340176;0.0;0.9446926699673952;0.05530733003260476;0.0623113150585678;0.214829126917039;0.7228595580243932;0.06738316628426519;0.0;0.0;0.01461176186450912;0.050960028982007;0.1904359376886849;0.7439922714647991;0.0;0.0;0.0;0.9385743174924166;0.0551061678463094;0.006319514661274014;0.9511723471114334;0.0;0.0391341567812156;0.2294239941298765;0.0;0.06846999154691462;0.0;0.0;0.2265997797626331;0.7213997308209961;0.0;0.2093023255813954
VET;1;29/01/2010 00:00;21/07/2012 00:00;10.0;C;0.7661043188068992;0.2573978260869565;40.542569698183094;0.0;0.015;0.000212030421756165;0.4248697856648997;1.394592865928659;0.428919409173361;0.00980392156862745;0.09103634195655556;0.2226483544959834;0.04332728686188132;0.02985074626865672;2.5026277591471042;0;0.1142575592552253;0.04330688242311084;0.05032391811350091;0.3393107022544701;0.1350608966053382;0.05177507126198497;0.0;0.4332728686188132;0.5149520601192019;0.0;0.9522155998963462;0.0477844001036538;0.05006478362270018;0.2900751490023322;0.6598600673749676;0.05156776366934439;0.0;0.0;0.0281420057009588;0.02244104690334284;0.1629955947136564;0.7864213526820419;0.0;0.0;0.0;0.9397253174397512;0.04654055454781032;0.01373412801243846;0.9496242549883388;5.20047844401685e-05;0.04592022466066878;0.3481720318269281;0.0;0.05411008603710998;0.0;0.0;0.3348588070102449;0.6165167195381975;0.0;0.08375
VET;1;11/11/2012 00:00;11/04/2015 00:00;15.0;D;0.7661043188068992;0.3170644337684312;63.93342804952304;0.0;0.04585987261146497;0.0004248845165460594;0.5432609689574169;0.8287166454891995;0.2831207325464458;0.01142131979695431;0.1613022763366861;0.0687556237760017;0.0;0.05429090520465962;4.289721304621804;0;0.000531575590048905;0.04603444609823517;0.0896628380881808;0.2274387339226168;0.5595193987191023;0.09103900915683057;0.0;0.2780924151802255;0.630868575662944;0.0;0.9256867622929128;0.07431323770708728;0.0892016295434104;0.2046981641183006;0.7061002063382891;0.09066850156142486;0.0;0.0;0.02911131106759117;0.05891070766950723;0.09373842163764357;0.8182395596252581;0.0;0.0;5.29829394934831e-05;0.8089435201865;0.1721945533538201;0.0188089435201865;0.9020645844362096;0.0001068718606390937;0.05188628834028;0.1722774393502191;0.0;0.09167416503466892;0.0;0.0001068718606390937;0.1544832745538099;0.7708667307897831;0.0;0.04225352112676056
VET;1;10/07/2015 00:00;07/04/2018 00:00;23.45418274714865;B;0.7661043188068992;0.3113355683269476;16.20335206845916;5.346164127238706e-05;0.2020725388601036;0.0;0.5917747837658017;0.627954;0.1719199233308487;0.005108556832694764;0.03497436992738146;0.1454584176339048;0.0002129698647641359;0.0455109863413054;2.048618792268647;0;0.001764234161988773;0.0363539160652232;0.06250665530827387;0.1304440421680332;0.460760302417208;0.06437014162496006;0.0;0.1679799808327122;0.7676498775423277;0.0;0.9487807475242254;0.05121925247577468;0.06371904448827526;0.1077142230988385;0.8285667324128863;0.06277286763922905;0.0;0.0;0.02188498402555911;0.03876464323748668;0.07667731629392971;0.8626730564430245;0.0;0.0;0.006575781876503609;0.5890938251804331;0.3955092221331195;0.008767709168671478;0.930241226902391;0.0;0.0493387314439946;0.01927125506072874;0.0;0.05588407650098556;0.0;0.0;0.04632079036873077;0.8992063920531231;0.0;0.08333333333333333
VET;2;15/12/2008 00:00;17/04/2010 00:00;11.14999979734421;C;0.9289047452362412;0.1822030542986425;103.93609854681937;0.0554489639293937;0.1739130434782608;0.0004383343295477187;0.2957063159992031;1.160612244897959;0.5111214953271028;0.002237136465324385;0.2669577874818049;0.01775700934579439;0.4310280373831776;0.08252063015753938;1.90068347864093;0;0.5824737389987698;0.01665562600548879;0.1189719626168225;0.4691588785046729;0.0;0.1194392523364486;0.0;0.4664485981308411;0.4141121495327103;0.07177570093457944;0.8033644859813084;0.1248598130841121;0.1164485981308411;0.3530841121495327;0.5304672897196262;0.1202803738317757;0.0;0.0;0.07401869158878505;;0.2224299065420561;0.5857943925233645;0.0;0.0;0.02791634689178818;0.4098234842670759;0.4659439754412894;0.0408672294704528;0.7947806566270695;0.0;0.103066679170965;0.1842820969708337;0.0;0.1226168224299066;0.0;0.0;0.3184546136534134;0.5658289572393098;0.0;0.06802721088435375
VET;2;21/07/2010 00:00;16/02/2013 00:00;13.125;D;0.9289047452362412;0.3112602758321116;74.58537941258223;0.04197601370645346;0.0196078431372549;0.0002486901335694782;0.3753486827540403;0.9870592930444696;0.4649969107932133;0.024;0.1307447364668979;0.1870158262439998;0.0274701772729433;0.05309987153256887;2.110218572181478;0;0.07367218732153055;0.051304016752332;0.09241222026892194;0.4081341758920512;0.3227983460862126;0.09060243253515772;0.0;0.4404694032687192;0.4689281641961232;0.04510241908654532;0.873057364193717;0.08184021671973765;0.08141248039541847;0.3272182881041776;0.591369231500404;0.09353167625112876;0.0;0.0;0.06905565324841975;;0.2949479587472078;0.5742597785276365;0.0;0.0;0.01075575861412526;0.7612792689891491;0.1541500095183705;0.03179135731962688;0.8604153794971722;0.0;0.07164648679569073;0.212985031938221;0.0;0.09683090226635624;0.0;0.0;0.3505257648570205;0.5633058952276728;0.0;0.05855338691159587
VET;2;01/06/2013 00:00;22/08/2015 00:00;17.68011780991094;A;0.9289047452362412;0.2841449275362319;17.18305321376792;5.499340079190498e-05;0.03042328042328042;0.0;0.7170771756978653;0.7471660501981505;0.1545668730480521;0.005277044854881265;0.08706372253575148;0.4012930798312421;5.479151827297134e-05;0.0238255033557047;1.9169211137244588;0;0.0003297246798922899;0.01939880200032973;0.04449071283765274;0.1076653334063887;0.093693496246781;0.04503862802038244;0.0;0.1306777710810366;0.8242836008985809;0.0;0.953975124650704;0.04602487534929593;0.04388800613665005;0.05123006958522821;0.9048819242781218;0.04481946194729056;0.0;0.0;0.01550599967125089;0.03029970960495315;0.05769546874143883;0.8964988219823571;0.0;0.0;0.0;0.9515508139023318;0.04360976682798064;0.004784425868895732;0.949361538883104;5.60695262125035e-05;0.02382954864031399;0.03380992430613961;0.0;0.04658810633050151;0.0;5.592841163310962e-05;0.03926174496644296;0.9302013422818792;5.592841163310962e-05;0.02251655629139073
LINK;1;12/06/2008 00:00;03/09/2010 00:00;10.0;A;0.7238962067641892;0.2144755913978495;25.006650704974728;0.03725205611998065;0.3645970937912814;0.0007858411917452508;0.2921954011206779;1.971822997416021;0.5301295489974736;0.1780645161290323;0.08192667455112354;0.02608228018284485;0.2225329389620866;0.01382612438132128;0.0;0;0.06871758604431871;0.008663366336633664;0.02655485674353599;0.4234263290867065;0.0004302231782737295;0.02714615922163092;0.0;0.5206149545772187;0.4522388862011503;0.03891845401279363;0.9063054346073214;0.05477611137988497;0.02578873694411543;0.448207171314741;0.5260040917411435;0.02703864968015911;0.0;0.0;0.02746868784604634;0.06611836800516045;0.5250766005482986;0.3813363436004946;0.0;0.0;0.01139601139601139;0.922646884911036;0.02370585389453314;0.004999193678438961;0.5697468150298339;0.001075905105169724;0.01882833934047017;0.255258486201517;0.0;0.02570860001075674;0.0;0.001129761136216914;0.1589197331611792;0.8189692274585755;0.0;0.0
LINK;1;03/11/2010 00:00;24/03/2012 00:00;10.0;B;0.7238962067641892;0.2263531187122736;103.57971494862446;0.06657733858135835;0.04453441295546558;0.005865110672802981;0.27635053692746;1.242812676056338;;0.5191146881287726;0.1735198057114145;0.005359685118499288;0.4033163051670715;0.04601948270070541;0.0;0;0.02903307245645039;0.009930152318438105;0.07453312117913073;0.439242944477012;0.0;0.07712921865840383;0.0;0.6175362197470898;0.3053345615945063;0.0549367724646177;0.801189180135667;0.1438740473997153;0.07617531215955753;0.5470543869940501;0.3767703008463924;0.07696172849845072;0.0;0.0;0.07386316053931831;0.0906121765346286;0.6411523323004773;0.1943723306255757;0.0;0.0;0.05795159534377355;0.8056276693744242;0.06498618206180387;0.002679842559249644;0.5749937191190018;0.0005038206398522126;0.06809975648669074;0.2479637249139306;0.0;0.07637551293861486;0.0;0.0005038629492777963;0.1840779308028216;0.7415183070204904;0.0;0.0
